gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
100041877	104.077	LOC100041877	0.00	0.00	0.00	0.00
100041878	1.979	LOC100041878	1.10	0.61	0.64	0.20
100041879	0.536	LOC100041879	0.50	0.82	0.69	0.00
100041880	2.211	LOC100041880	0.00	0.00	0.00	0.00
100041881	0.565	LOC100041881	0.00	0.00	0.00	0.00
100041882	21.760	LOC100041882	0.02	0.01	0.04	0.76
100041883	17.351	LOC100041883	0.00	0.00	0.00	0.00
100041884	4.825	LOC100041884	0.02	0.01	0.04	0.77
100041885	2.314	LOC100041885	0.00	0.00	0.00	0.00
100041886	0.663	LOC100041886	0.04	0.03	0.08	0.70
100041887	0.622	LOC100041887	11.33	5.37	4.53	0.00
100041888	0.702	LOC100041888	0.00	0.00	0.00	0.00
100041890	0.537	LOC100041890	0.00	0.00	0.00	0.00
100041891	1.190	LOC100041891	0.00	0.00	0.00	0.00
100041892	14.793	LOC100041892	0.00	0.00	0.00	1.00
100041893	3.864	LOC100041893	0.00	0.00	0.05	1.00
100041894	0.318	LOC100041894	0.08	0.07	0.12	0.51
100041895	0.421	LOC100041895	0.00	0.00	0.00	0.00
100041896	2.537	LOC100041896	0.78	0.49	0.44	0.05
100041897	1.171	LOC100041897	0.00	0.00	0.00	0.00
100041898	0.782	LOC100041898	0.00	0.00	0.00	0.00
100041899	6.091	LOC100041899	0.02	0.02	0.11	0.85
100041900	0.687	LOC100041900	0.04	0.94	0.96	0.18
100041901	0.258	LOC100041901	1.61	1.52	1.28	0.00
100041902	2.039	LOC100041902	0.00	0.00	0.00	0.00
100041903	2.821	LOC100041903	0.00	0.00	0.00	0.00
100041905	1.136	LOC100041905	0.00	0.00	0.00	0.00
100041906	1.253	LOC100041906	0.00	0.00	0.00	0.00
100041907	1.288	LOC100041907	0.11	0.11	9.43	0.99
100041908	10.364	LOC100041908	0.00	0.00	0.00	0.00
100041909	0.733	LOC100041909	0.00	0.00	0.00	0.00
100041910	0.900	LOC100041910	0.00	0.00	0.00	0.00
100041911	0.268	LOC100041911	0.00	0.00	0.00	0.00
100041912	0.639	LOC100041912	0.00	0.00	0.03	1.00
100041913	2.191	LOC100041913	0.00	0.00	0.00	0.00
100041914	1.128	LOC100041914	0.00	0.00	0.00	0.00
100041915	14.480	LOC100041915	0.00	0.00	0.00	1.00
100041916	0.922	LOC100041916	0.21	0.20	0.25	0.33
100041917	2.523	LOC100041917	0.00	0.00	0.00	0.00
100041918	0.880	LOC100041918	0.14	0.13	0.68	0.84
100041919	2.535	LOC100041919	0.86	0.25	0.21	0.00
100041921	1.452	LOC100041921	0.00	0.00	0.00	0.00
100041922	2.188	LOC100041922	0.00	0.00	0.00	0.00
100041923	8.388	LOC100041923	0.00	0.00	0.04	1.00
100041924	0.757	LOC100041924	2.71	0.97	0.82	0.00
100041925	0.471	LOC100041925	0.31	0.29	51.62	1.00
100041926	1.368	LOC100041926	3.02	2.48	2.90	0.28
100041927	0.387	LOC100041927	0.00	0.00	0.05	1.00
100041928	15.180	LOC100041928	0.00	0.00	0.00	0.00
100041929	3.248	LOC100041929	0.00	0.00	0.00	0.00
100041930	0.590	LOC100041930	0.00	0.00	0.00	0.00
100041931	0.679	LOC100041931	0.07	0.07	0.06	0.00
100041932	5.696	LOC100041932	0.45	0.42	71.38	1.00
100041933	0.642	LOC100041933	0.00	0.00	0.00	0.00
100041934	2.698	LOC100041934	0.00	0.00	0.00	0.00
100041935	1.042	LOC100041935	0.00	0.00	0.00	0.00
100041936	7.891	LOC100041936	0.00	0.00	0.00	0.00
100041937	1.157	LOC100041937	0.13	0.08	0.07	0.00
100041938	15.607	LOC100041938	0.00	0.00	0.00	1.00
100041939	0.207	LOC100041939	0.12	0.11	0.19	0.50
100041940	0.584	LOC100041940	0.17	0.16	0.27	0.50
100041941	0.709	LOC100041941	0.00	0.00	0.00	0.00
100041942	17.248	LOC100041942	0.00	0.00	0.00	0.00
100041944	0.502	LOC100041944	0.00	0.00	0.00	0.00
100041945	1.137	LOC100041945	0.00	0.00	0.00	0.00
100041946	1.134	LOC100041946	4.15	1.83	1.54	0.00
100041947	7.427	LOC100041947	0.00	0.00	0.01	1.00
100041948	437.890	LOC100041948	0.01	0.01	0.09	0.91
100041949	6.468	LOC100041949	0.00	0.00	0.00	1.00
100041950	0.688	LOC100041950	0.00	0.00	0.00	0.00
100041951	0.337	LOC100041951	0.00	0.00	0.00	0.00
100041952	0.421	LOC100041952	0.00	0.00	0.00	0.00
100041953	1.271	LOC100041953	1.00	0.94	11.99	0.93
100041954	2.190	LOC100041954	0.00	0.00	0.00	0.00
100041955	0.422	LOC100041955	0.12	0.11	0.09	0.00
100041956	6.469	LOC100041956	0.00	0.00	0.00	1.00
100041957	4.468	LOC100041957	0.00	0.00	0.04	1.00
100041958	22.369	LOC100041958	0.00	0.00	0.00	1.00
100041959	1.190	LOC100041959	0.00	0.00	0.00	0.00
100041960	1.152	LOC100041960	0.66	0.62	0.54	0.03
100041961	63.814	LOC100041961	0.00	0.00	0.00	1.00
100041962	1.302	LOC100041962	0.00	0.00	0.01	1.00
100041964	1.442	LOC100041964	0.00	0.00	0.00	0.00
100041965	1.091	LOC100041965	7.11	6.71	113.25	0.95
100041966	1.171	LOC100041966	0.00	0.00	0.00	0.00
100041967	6.475	LOC100041967	0.00	0.00	0.00	1.00
100041968	0.370	LOC100041968	0.00	0.00	0.00	0.00
100041970	1.445	LOC100041970	0.00	0.00	0.00	0.00
100041971	0.661	LOC100041971	0.89	0.84	0.77	0.08
100041972	1.089	LOC100041972	12.58	5.90	5.00	0.00
100041973	2.699	LOC100041973	0.00	0.00	0.00	0.00
100041974	0.420	LOC100041974	0.00	0.00	0.00	0.00
100041975	0.606	LOC100041975	0.00	0.00	0.06	1.00
100041976	2.823	LOC100041976	0.00	0.00	0.01	1.00
100041977	17.237	LOC100041977	0.00	0.00	0.00	0.00
100041979	2.301	LOC100041979	0.00	0.00	0.03	1.00
100041980	2.699	LOC100041980	0.00	0.00	0.00	0.00
100041981	0.431	LOC100041981	0.00	0.00	0.95	1.00
100041982	1.319	LOC100041982	0.31	0.30	1.95	0.87
100041983	1.674	LOC100041983	0.00	0.00	0.00	0.00
100041984	0.683	LOC100041984	0.00	0.00	0.00	0.00
100041985	2.971	LOC100041985	0.06	0.05	2.54	0.98
100041986	2.006	LOC100041986	0.01	0.01	0.02	0.53
100041987	1.167	LOC100041987	0.00	0.00	0.00	0.00
100041988	0.462	LOC100041988	0.00	0.00	0.00	0.00
100041989	43.944	LOC100041989	0.00	0.00	0.00	1.00
100041990	0.456	LOC100041990	0.16	0.15	0.13	0.00
100041991	0.651	LOC100041991	0.00	0.00	0.00	0.00
100041992	1.250	LOC100041992	0.00	0.00	0.00	0.00
100041993	1.736	LOC100041993	0.00	0.00	0.00	0.00
100041994	1.715	LOC100041994	0.09	0.08	0.08	0.14
100041995	0.456	LOC100041995	0.16	0.15	0.13	0.00
100041996	4.036	LOC100041996	0.02	0.02	0.03	0.46
100041997	0.775	LOC100041997	0.00	0.00	0.10	1.00
100041998	17.247	LOC100041998	0.00	0.00	0.00	1.00
100041999	0.541	LOC100041999	0.18	0.17	0.25	0.43
100042000	1.708	LOC100042000	0.00	0.00	0.00	0.00
100042001	6.058	LOC100042001	0.00	0.00	0.01	1.00
100042002	1.190	LOC100042002	0.00	0.00	0.00	0.00
100042003	1.136	LOC100042003	0.00	0.00	0.00	0.00
100042004	0.861	LOC100042004	0.11	0.11	0.16	0.42
100042005	0.525	LOC100042005	1.11	1.05	0.89	0.00
100042006	4.081	LOC100042006	0.12	0.11	0.12	0.20
100042007	0.309	LOC100042007	0.08	0.07	0.63	0.91
100042008	0.545	LOC100042008	9.44	8.92	122.72	0.94
100042009	24.478	LOC100042009	0.00	0.00	0.00	1.00
100042010	0.618	LOC100042010	0.00	0.00	0.00	0.00
100042011	2.302	LOC100042011	0.34	0.32	0.27	0.00
100042012	1.171	LOC100042012	0.00	0.00	0.00	0.00
100042013	2.188	LOC100042013	0.00	0.00	0.00	0.00
100042014	3.339	LOC100042014	0.45	0.41	0.35	0.00
100042015	0.315	LOC100042015	0.00	0.00	0.00	0.00
100042016	0.713	LOC100042016	0.00	0.00	0.00	0.00
100042017	0.447	LOC100042017	0.38	0.36	0.83	0.63
100042018	2.006	LOC100042018	28.37	12.02	10.67	0.05
100042019	0.579	LOC100042019	0.00	0.00	0.00	0.00
100042020	1.043	LOC100042020	0.00	0.00	0.00	0.00
100042021	1.118	LOC100042021	2.86	0.93	0.79	0.00
100042022	29.572	LOC100042022	0.01	0.01	0.02	0.46
100042023	0.508	LOC100042023	0.00	0.00	2.45	1.00
100042024	22.376	LOC100042024	0.00	0.00	0.00	1.00
100042025	2.264	LOC100042025	0.00	0.00	0.00	0.00
100042026	2.490	LOC100042026	0.01	0.01	0.02	0.48
100042027	45.729	LOC100042027	0.00	0.00	0.01	1.00
100042028	0.256	LOC100042028	14.76	17.73	14.97	0.00
100042029	0.807	LOC100042029	0.00	0.00	0.00	0.00
100042030	2.518	LOC100042030	0.00	0.00	0.00	0.00
100042031	1.843	LOC100042031	0.00	0.00	0.00	0.00
100042033	1.136	LOC100042033	0.00	0.00	0.00	0.00
100042034	4.205	LOC100042034	0.00	0.00	0.00	0.00
100042035	0.481	LOC100042035	0.20	0.19	2.71	0.94
100042036	1.273	LOC100042036	7.96	6.24	5.30	0.01
100042037	33.661	LOC100042037	0.01	0.01	0.02	0.62
100042038	0.296	LOC100042038	0.25	0.23	0.98	0.80
100042039	2.220	LOC100042039	0.00	0.00	0.00	0.00
100042040	58.285	LOC100042040	0.01	0.01	0.04	0.76
100042041	22.778	LOC100042041	0.00	0.00	0.01	1.00
100042042	0.594	LOC100042042	0.00	0.00	0.00	0.00
100042043	22.439	LOC100042043	0.01	0.01	0.01	0.24
100042044	2.196	LOC100042044	0.00	0.00	0.00	0.00
100042045	0.740	LOC100042045	0.07	0.06	0.05	0.00
100042046	13.928	LOC100042046	0.00	0.00	0.01	1.00
100042047	0.373	LOC100042047	0.00	0.00	0.00	0.00
100042048	0.713	LOC100042048	0.00	0.00	0.00	0.00
100042049	0.810	LOC100042049	0.21	0.20	5.18	0.97
100042050	1.141	LOC100042050	0.00	0.00	0.00	0.00
100042051	65.858	LOC100042051	0.01	0.01	0.02	0.46
100042054	2.561	LOC100042054	0.00	0.00	0.00	0.00
100042055	0.901	LOC100042055	0.00	0.00	0.00	0.00
100042056	0.650	LOC100042056	0.34	0.18	0.15	0.00
100042057	1.996	LOC100042057	0.01	0.01	0.02	0.54
100042058	16.207	LOC100042058	0.00	0.00	0.00	0.00
100042059	1.190	LOC100042059	0.00	0.00	0.00	0.00
100042060	0.225	LOC100042060	0.00	0.00	0.00	0.00
100042061	0.747	LOC100042061	0.07	0.06	0.31	0.84
100042062	0.627	LOC100042062	0.08	0.07	0.12	0.51
100042063	0.633	LOC100042063	0.00	0.00	0.00	0.00
100042064	15.733	LOC100042064	0.00	0.00	0.00	0.00
100042065	0.359	LOC100042065	0.07	0.06	0.05	0.00
100042067	1.260	LOC100042067	0.12	0.11	1.87	0.95
100042068	0.323	LOC100042068	0.00	0.00	0.00	0.00
100042069	1.705	LOC100042069	1.34	1.27	7.68	0.86
100042070	0.337	LOC100042070	0.22	0.21	0.18	0.00
100042071	0.994	LOC100042071	0.00	0.00	0.88	1.00
100042072	2.700	LOC100042072	0.00	0.00	0.00	0.00
100042073	0.387	LOC100042073	0.38	0.36	0.91	0.66
100042074	3.127	LOC100042074	0.05	0.02	1.25	0.99
100042075	1.267	LOC100042075	0.00	0.00	0.15	1.00
100042076	0.435	LOC100042076	0.06	0.05	0.27	0.84
100042077	1.722	LOC100042077	0.00	0.00	0.00	0.00
100042078	2.325	LOC100042078	0.01	0.01	0.01	0.00
100042079	27.004	LOC100042079	0.00	0.00	0.00	0.00
100042080	2.828	LOC100042080	0.00	0.00	0.00	0.00
100042081	0.418	LOC100042081	0.23	0.22	0.37	0.50
100042082	1.184	LOC100042082	0.00	0.00	0.00	0.00
100042083	0.690	LOC100042083	0.00	0.00	0.03	1.00
100042084	5.997	LOC100042084	0.00	0.00	0.00	0.00
100042085	1.121	LOC100042085	1.22	0.55	0.46	0.00
100042086	2.183	LOC100042086	0.00	0.00	0.00	0.00
100042087	23.512	LOC100042087	0.00	0.00	0.00	1.00
100042088	0.519	LOC100042088	0.00	0.00	0.00	0.00
100042089	1.638	LOC100042089	0.00	0.00	0.12	1.00
100042090	0.666	LOC100042090	0.04	0.03	0.03	0.00
100042091	0.557	LOC100042091	0.44	0.41	1.25	0.72
100042092	3.768	LOC100042092	0.00	0.00	0.00	0.00
100042093	2.699	LOC100042093	0.00	0.00	0.00	0.00
100042094	0.495	LOC100042094	0.10	0.09	5.77	0.99
100042095	114.975	LOC100042095	0.01	0.01	0.02	0.58
100042096	13.947	LOC100042096	0.00	0.00	0.00	1.00
100042097	0.373	LOC100042097	0.00	0.00	0.00	0.00
100042098	0.723	LOC100042098	0.00	0.00	0.00	0.00
100042099	1.333	LOC100042099	0.00	0.00	0.00	0.00
100042100	22.505	LOC100042100	0.00	0.00	0.01	1.00
100042101	0.324	LOC100042101	0.00	0.00	0.00	0.00
100042103	3.682	LOC100042103	0.00	0.00	0.00	0.00
100042104	1.045	LOC100042104	0.00	0.00	0.00	0.00
100042105	0.225	LOC100042105	0.00	0.00	0.00	0.00
100042106	0.315	LOC100042106	0.00	0.00	0.00	0.00
100042107	1.296	LOC100042107	0.68	0.64	1.47	0.63
100042108	4.072	LOC100042108	0.04	0.03	0.45	0.94
100042109	1.097	LOC100042109	0.00	0.00	0.00	0.00
100042110	1.171	LOC100042110	0.00	0.00	0.00	0.00
100042111	26.460	LOC100042111	0.02	0.02	0.03	0.34
100042112	6.873	LOC100042112	0.01	0.01	0.02	0.50
100042113	22.118	LOC100042113	0.00	0.00	0.00	1.00
100042114	0.901	LOC100042114	0.00	0.00	0.00	0.00
100042115	1.841	LOC100042115	0.00	0.00	0.00	0.00
100042116	2.192	LOC100042116	0.00	0.00	0.00	0.00
100042117	1.190	LOC100042117	0.00	0.00	0.00	0.00
100042118	14.876	LOC100042118	0.01	0.01	0.02	0.58
100042119	5.157	LOC100042119	0.01	0.01	0.02	0.57
100042120	1.611	LOC100042120	0.00	0.00	0.00	0.00
100042121	0.305	LOC100042121	0.00	0.00	0.00	0.00
100042122	23.775	LOC100042122	0.00	0.00	0.00	0.00
100042123	0.447	LOC100042123	0.00	0.00	0.00	0.00
100042124	2.821	LOC100042124	0.00	0.00	0.01	1.00
100042125	0.474	LOC100042125	0.46	0.44	0.45	0.18
100042126	17.247	LOC100042126	0.00	0.00	0.00	1.00
100042127	10.117	LOC100042127	0.00	0.00	0.02	1.00
100042129	1.600	LOC100042129	0.00	0.00	0.00	0.00
100042130	0.902	LOC100042130	0.00	0.00	0.00	0.00
100042131	0.968	LOC100042131	0.20	0.19	0.18	0.11
100042132	1.478	LOC100042132	0.94	1.62	1.37	0.00
100042133	0.529	LOC100042133	0.18	0.17	0.36	0.61
100042135	2.827	LOC100042135	0.00	0.00	0.00	0.00
100042136	27.110	LOC100042136	0.00	0.00	0.00	0.00
100042137	1.190	LOC100042137	0.00	0.00	0.00	0.00
100042138	0.391	LOC100042138	0.12	0.12	0.10	0.00
100042139	43.942	LOC100042139	0.00	0.00	0.00	1.00
100042140	1.699	LOC100042140	0.00	0.00	0.00	0.00
100042141	0.447	LOC100042141	0.00	0.00	0.00	0.00
100042142	5.045	LOC100042142	0.00	0.00	0.00	0.00
100042143	0.376	LOC100042143	0.52	0.49	0.41	0.00
100042144	1.097	LOC100042144	0.00	0.00	0.00	0.00
100042145	1.050	LOC100042145	0.00	0.00	0.00	0.00
100042146	93.667	LOC100042146	0.01	0.01	0.02	0.59
100042147	0.528	LOC100042147	0.00	0.00	0.15	1.00
100042148	1.435	LOC100042148	0.81	3.44	4.84	0.40
100042149	12.336	LOC100042149	0.01	0.01	0.01	0.16
100042150	4.014	LOC100042150	5.02	4.65	4.07	0.04
100042151	2.186	LOC100042151	0.00	0.00	0.00	0.00
100042152	0.690	LOC100042152	0.00	0.00	0.00	0.00
100042154	2.827	LOC100042154	0.00	0.00	0.00	0.00
100042155	0.455	LOC100042155	0.59	0.56	89.49	0.99
100042156	2.687	LOC100042156	0.62	0.58	2.10	0.77
100042159	1.950	LOC100042159	0.00	0.00	0.00	0.00
100042161	1.190	LOC100042161	0.00	0.00	0.00	0.00
100042162	13.158	LOC100042162	0.01	0.01	0.12	0.93
100042163	54.121	LOC100042163	0.00	0.00	0.01	1.00
100042164	9.374	LOC100042164	0.00	0.00	0.01	1.00
100042165	5.451	LOC100042165	0.40	0.32	0.31	0.12
100042166	1.003	LOC100042166	0.30	0.51	0.43	0.00
100042167	0.721	LOC100042167	0.00	0.00	0.00	0.00
100042168	1.944	LOC100042168	0.00	0.00	0.00	0.00
100042170	27.071	LOC100042170	0.00	0.00	0.00	0.00
100042171	0.210	LOC100042171	1.97	1.86	39.33	0.96
100042172	26.322	LOC100042172	0.00	0.00	0.00	0.00
100042173	0.672	LOC100042173	0.15	0.14	8.62	0.99
100042174	0.517	LOC100042174	0.38	0.36	1.36	0.78
100042175	1.097	LOC100042175	0.00	0.00	0.00	0.00
100042176	2.189	LOC100042176	0.00	0.00	0.00	0.00
100042177	2.847	LOC100042177	0.00	0.00	0.00	0.00
100042178	3.982	LOC100042178	3.74	3.55	3.14	0.05
100042179	0.573	LOC100042179	0.43	0.40	18.79	0.98
100042180	0.745	LOC100042180	0.56	0.53	11.04	0.96
100042182	3.006	LOC100042182	0.00	0.00	0.00	0.00
100042183	0.751	LOC100042183	0.00	0.00	0.00	0.00
100042184	3.402	LOC100042184	0.01	0.01	0.05	0.84
100042185	0.778	LOC100042185	0.00	0.00	0.00	0.00
100042186	1.136	LOC100042186	0.00	0.00	0.00	0.00
100042187	0.408	LOC100042187	0.00	0.00	0.00	0.00
100042188	0.914	LOC100042188	0.00	0.00	0.02	1.00
100042189	8.575	LOC100042189	0.01	0.01	0.02	0.52
100042190	0.562	LOC100042190	0.26	0.25	0.31	0.33
100042191	2.088	LOC100042191	0.00	0.00	0.00	0.00
100042192	9.373	LOC100042192	0.00	0.00	0.01	1.00
100042193	0.572	LOC100042193	0.00	0.00	0.03	1.00
100042194	0.656	LOC100042194	2.16	2.14	1.81	0.00
100042195	1.171	LOC100042195	0.00	0.00	0.00	0.00
100042196	1.044	LOC100042196	0.00	0.00	0.00	0.00
100042197	0.531	LOC100042197	0.00	0.00	0.00	0.00
100042198	0.717	LOC100042198	0.07	0.06	0.08	0.35
100042199	0.772	LOC100042199	1.01	0.95	0.80	0.00
100042200	1.043	LOC100042200	0.00	0.00	0.00	0.00
100042201	1.171	LOC100042201	0.00	0.00	0.00	0.00
100042202	2.138	LOC100042202	0.26	0.25	0.25	0.15
100042203	2.520	LOC100042203	0.00	0.00	0.02	1.00
100042204	0.800	LOC100042204	0.06	0.06	0.15	0.66
100042205	0.591	LOC100042205	0.08	0.08	0.23	0.71
100042206	0.924	LOC100042206	0.00	0.00	0.00	0.00
100042207	1.163	LOC100042207	0.00	0.00	0.00	0.00
100042208	1.137	LOC100042208	0.00	0.00	0.00	0.00
100042209	1.190	LOC100042209	0.00	0.00	0.00	0.00
100042210	0.324	LOC100042210	0.00	0.00	0.00	0.00
100042211	0.965	LOC100042211	1.01	0.95	19.79	0.96
100042212	0.460	LOC100042212	0.00	0.00	0.00	0.00
100042213	1.190	LOC100042213	0.00	0.00	0.00	0.00
100042214	4.130	LOC100042214	0.00	0.00	0.00	0.00
100042215	2.442	LOC100042215	0.00	0.00	0.00	0.00
100042217	1.577	LOC100042217	0.00	0.00	0.00	0.00
100042218	1.025	LOC100042218	0.02	0.02	0.02	0.00
100042219	0.754	LOC100042219	0.03	0.03	0.03	0.00
100042220	2.530	LOC100042220	0.00	0.00	0.00	0.00
100042221	0.753	LOC100042221	3.43	0.55	0.62	0.25
100042222	0.607	LOC100042222	0.00	0.00	0.03	1.00
100042223	10.272	LOC100042223	0.00	0.00	0.03	1.00
100042224	0.348	LOC100042224	0.14	0.13	0.11	0.00
100042225	2.568	LOC100042225	0.00	0.00	0.00	0.00
100042226	1.795	LOC100042226	0.50	0.32	0.29	0.07
100042227	3.971	LOC100042227	3.62	1.95	1.65	0.00
100042228	1.696	LOC100042228	1.22	0.80	0.68	0.00
100042229	3.607	LOC100042229	0.01	0.01	0.01	0.00
100042230	2.189	LOC100042230	0.00	0.00	0.00	0.00
100042231	2.699	LOC100042231	0.00	0.00	0.00	0.00
100042232	0.546	LOC100042232	0.00	0.00	0.00	0.00
100042233	0.750	LOC100042233	1.01	0.83	0.78	0.10
100042234	0.333	LOC100042234	0.00	0.00	0.00	0.00
100042235	22.452	LOC100042235	0.01	0.01	0.01	0.00
100042236	2.850	LOC100042236	1.15	0.43	0.56	0.35
100042237	0.758	LOC100042237	0.03	0.03	0.03	0.00
100042238	18.836	LOC100042238	0.00	0.00	0.03	1.00
100042239	10.451	LOC100042239	0.00	0.00	0.01	1.00
100042240	0.442	LOC100042240	0.11	0.10	0.08	0.00
100042241	0.708	LOC100042241	0.55	0.52	1.73	0.75
100042242	1.918	LOC100042242	0.24	0.23	1.19	0.84
100042243	15.803	LOC100042243	0.00	0.00	0.00	0.00
100042244	0.963	LOC100042244	0.03	0.02	8.13	1.00
100042245	1.137	LOC100042245	0.00	0.00	0.00	0.00
100042246	0.634	LOC100042246	0.15	0.15	0.13	0.00
100042247	2.117	LOC100042247	0.00	0.00	0.00	0.00
100042248	0.337	LOC100042248	0.07	0.07	3.58	0.98
100042249	2.699	LOC100042249	0.00	0.00	0.00	0.00
100042250	1.134	LOC100042250	0.00	0.00	0.00	0.00
100042251	0.584	LOC100042251	0.00	0.00	0.03	1.00
100042252	19.994	LOC100042252	0.00	0.00	0.00	0.00
100042253	0.598	LOC100042253	0.24	0.23	4.16	0.95
100042254	1.944	LOC100042254	0.00	0.00	0.00	0.00
100042255	1.044	LOC100042255	0.00	0.00	0.00	0.00
100042256	1.341	LOC100042256	1.25	1.19	1.05	0.04
100042257	4.401	LOC100042257	0.00	0.00	0.00	1.00
100042258	24.563	LOC100042258	0.00	0.00	0.00	0.00
100042259	1.173	LOC100042259	0.00	0.00	0.00	0.00
100042260	0.369	LOC100042260	0.00	0.00	0.00	0.00
100042261	0.896	LOC100042261	0.00	0.00	0.00	0.00
100042262	7.992	LOC100042262	0.00	0.00	0.00	0.00
100042263	12.102	LOC100042263	0.00	0.00	0.01	1.00
100042265	0.899	LOC100042265	1.06	1.00	3.55	0.76
100042266	1.632	LOC100042266	0.93	0.88	18.48	0.96
100042267	1.015	LOC100042267	0.00	0.00	0.00	0.00
100042268	2.189	LOC100042268	0.00	0.00	0.00	0.00
100042269	1.190	LOC100042269	0.00	0.00	0.00	0.00
100042270	0.414	LOC100042270	0.00	0.00	0.00	0.00
100042271	0.649	LOC100042271	1.50	1.56	1.32	0.00
100042272	9.427	LOC100042272	0.01	0.00	0.00	1.00
100042273	0.566	LOC100042273	0.00	0.00	0.00	0.00
100042274	1.316	LOC100042274	0.07	0.07	0.07	0.20
100042275	1.950	LOC100042275	0.00	0.00	0.00	0.00
100042276	1.037	LOC100042276	0.63	0.58	0.49	0.00
100042277	6.492	LOC100042277	3.05	4.89	4.17	0.01
100042278	1.452	LOC100042278	0.00	0.00	0.03	1.00
100042279	1.169	LOC100042279	0.00	0.00	0.00	0.00
100042280	1.252	LOC100042280	0.00	0.00	0.00	0.00
100042282	0.288	LOC100042282	0.00	0.00	0.00	0.00
100042283	0.490	LOC100042283	0.00	0.00	0.00	0.00
100042284	40.063	LOC100042284	0.01	0.01	0.01	0.26
100042285	2.029	LOC100042285	0.00	0.00	0.00	0.00
100042286	0.716	LOC100042286	0.00	0.00	0.00	0.00
100042287	2.062	LOC100042287	0.00	0.00	0.00	0.00
100042288	2.317	LOC100042288	0.00	0.00	0.00	0.00
100042289	0.943	LOC100042289	0.10	0.10	0.25	0.66
100042290	1.042	LOC100042290	0.00	0.00	0.00	0.00
100042291	1.889	LOC100042291	0.01	0.01	0.01	0.00
100042292	0.726	LOC100042292	0.00	0.00	0.05	1.00
100042293	37.201	LOC100042293	0.00	0.00	0.02	1.00
100042294	0.601	LOC100042294	0.04	0.04	0.07	0.49
100042295	0.885	LOC100042295	0.00	0.00	1.12	1.00
100042296	1.980	LOC100042296	0.16	0.17	0.15	0.06
100042297	1.136	LOC100042297	0.00	0.00	0.00	0.00
100042298	2.700	LOC100042298	0.00	0.00	0.00	0.00
100042299	6.257	LOC100042299	0.02	0.02	0.04	0.56
100042300	1.067	LOC100042300	9.46	8.79	7.42	0.00
100042301	6.560	LOC100042301	0.01	0.01	0.01	0.41
100042302	5.045	LOC100042302	0.00	0.00	0.00	0.00
100042303	1.287	LOC100042303	0.63	0.27	2.84	0.92
100042304	1.931	LOC100042304	0.00	0.00	0.00	0.00
100042305	0.693	LOC100042305	0.00	0.00	12.54	1.00
100042306	2.468	LOC100042306	0.00	0.00	0.00	0.00
100042307	1.190	LOC100042307	0.00	0.00	0.00	0.00
100042308	0.285	LOC100042308	0.09	0.08	0.20	0.67
100042309	8.782	LOC100042309	0.01	0.01	0.03	0.74
100042310	1.437	LOC100042310	0.00	0.00	0.00	0.00
100042311	0.477	LOC100042311	0.00	0.00	1.79	1.00
100042312	12.360	LOC100042312	0.00	0.00	0.00	0.00
100042313	0.380	LOC100042313	1.99	1.88	2.15	0.26
100042314	0.874	LOC100042314	0.00	0.00	0.73	1.00
100042316	0.448	LOC100042316	0.00	0.00	0.00	0.00
100042317	8.271	LOC100042317	0.00	0.00	0.00	0.00
100042318	0.135	LOC100042318	1.26	1.19	26.92	0.96
100042319	0.526	LOC100042319	2.27	2.15	48.78	0.96
100042320	1.050	LOC100042320	0.00	0.00	0.00	0.00
100042321	2.189	LOC100042321	0.00	0.00	0.00	0.00
100042322	0.336	LOC100042322	0.29	0.27	0.86	0.74
100042323	0.276	LOC100042323	0.00	0.00	0.07	1.00
100042324	9.159	LOC100042324	0.02	0.02	0.03	0.33
100042325	0.768	LOC100042325	0.00	0.00	0.03	1.00
100042326	1.190	LOC100042326	0.00	0.00	0.00	0.00
100042327	0.277	LOC100042327	0.18	0.17	0.14	0.00
100042328	0.312	LOC100042328	0.00	0.00	0.06	1.00
100042329	0.854	LOC100042329	0.00	0.00	0.00	0.00
100042330	41.846	LOC100042330	0.00	0.00	0.00	0.00
100042331	1.171	LOC100042331	0.00	0.00	0.00	0.00
100042332	0.694	LOC100042332	1.79	1.03	0.98	0.11
100042333	0.318	LOC100042333	0.23	0.22	0.25	0.25
100042334	0.312	LOC100042334	0.00	0.00	0.00	0.00
100042335	0.498	LOC100042335	0.24	0.23	19.16	0.99
100042337	1.769	LOC100042337	0.00	0.00	0.00	0.00
100042338	0.180	LOC100042338	0.00	0.00	0.00	0.00
100042339	1.136	LOC100042339	0.00	0.00	0.00	0.00
100042340	0.299	LOC100042340	0.00	0.00	0.00	0.00
100042341	2.104	LOC100042341	0.00	0.00	0.00	0.00
100042342	0.838	LOC100042342	0.00	0.00	0.00	0.00
100042343	2.020	LOC100042343	0.04	0.03	8.01	1.00
100042344	1.187	LOC100042344	0.00	0.00	0.00	0.00
100042345	0.547	LOC100042345	0.00	0.00	0.00	0.00
100042346	2.143	LOC100042346	0.00	0.00	0.00	0.00
100042347	0.639	LOC100042347	0.04	0.04	0.22	0.84
100042348	0.525	LOC100042348	0.28	0.26	28.61	0.99
100042349	1.302	LOC100042349	0.02	0.02	0.02	0.00
100042350	0.367	LOC100042350	0.00	0.00	0.16	1.00
100042351	2.699	LOC100042351	0.00	0.00	0.00	0.00
